train_campaigns,validation_campaigns,evaluation_campaigns
"ASIA-AQ, DC3, DISCOVERAQ-Texas, CACTI, BBOP, ACMEV, CARES",FIREXAQ,"TCAP2013, DISCOVERAQ-California"
