train_campaigns,validation_campaigns,evaluation_campaigns
"ASIA-AQ, DC3, DISCOVERAQ-California, DISCOVERAQ-Texas ","FIREXAQ, NAAMES(2015), NAAMES(2016), NAAMES(2017)","TCAP2013, CACTI, BBOP, ACMEV, CARES"
